b1147   	0.0206442273854
b1688   	0.0215163593733
b3209   	0.0214725192339
b3280   	0.0191728648754
b2013   	0.0194110103815
b1682   	0.0213715208734
b0995   	0.0216680553339
b1718   	0.0209591950356
b2558   	0.0215148928931
b4168   	0.020064971782
b0649   	0.0185959049623
b3639   	0.0200179025374
b1208   	0.0192954285788
b3870   	0.0224491916865
b2074   	0.0213216968713
b2390   	0.0201911992247
b3607   	0.0211059174357
b1972   	0.0198184518787
b4381   	0.0233379812398
b2032   	0.0186503227328
b2302   	0.0185611842516
b4480   	0.0195187703409
b2705   	0.022555461523
b2743   	0.0202571424515
b0699   	0.0195626686271
b3581   	0.0207404381354
b1115   	0.0209432033248
b1438   	0.0185675169531
b1215   	0.0233744279043
b0949   	0.0220651263821
b0040   	0.0215927899448
b0632   	0.0223080153756
b0753   	0.0207927529545
b0856   	0.0225575678017
b1237   	0.0211515543673
b2028   	0.0209852131597
b4527   	0.0194351516195
b0133   	0.0229729126096
b0161   	0.0237996222064
b0163   	0.022067716918
b1080   	0.0212692346002
b1753   	0.0213314074272
b0343   	0.0224936299371
b4320   	0.0200324107767
b3332   	0.0199821097109
b3801   	0.021230060491
b0861   	0.0235288254135
b0567   	0.0201054076789
b2985   	0.0195574870734
b2091   	0.0203196876423
b2922   	0.021293531658
b2492   	0.0200816011366
b0363   	0.0190403877794
b2217   	0.0230117224569
b4567   	0.0210288449483
b2451   	0.021744026609
b0988   	0.0206396365752
b3203   	0.0223499433924
b1512   	0.0205419653288
b2288   	0.022050762542
b2264   	0.0207043731679
b3947   	0.0218797610917
b3635   	0.0213764541112
b0134   	0.0220900884231
b0299   	0.0193853007121
b3710   	0.0204410489123
b0411   	0.0216357931913
b4028   	0.0192488379613
b4678   	0.0170267851171
b3431   	0.019323481176
b3146   	0.0218340566833
b1929   	0.0227871672324
b2303   	0.0205244192659
b0915   	0.019713310822
b3044   	0.0168352598707
b4467   	0.0209387949485
b3828   	0.0207489275734
b0422   	0.022399657627
b0925   	0.0195541571245
b0841   	0.0203969381176
b3963   	0.0196151151174
b2206   	0.0223415232423
b0880   	0.0189840277736
b2956   	0.0205926724512
b0611   	0.0190849592447
b2291   	0.0213127686611
b1932   	0.019141354128
b2699   	0.0233191855954
b0659   	0.0214917299184
b1670   	0.0186681839192
b2334   	0.0189249599548
b1126   	0.0216502922816
b4590   	0.0174213227053
b4194   	0.022563637002
b1222   	0.0202100522875
b4015   	0.0225349411017
b3196   	0.0200351240823
b0081   	0.0200503239322
b2385   	0.020794824407
b3519   	0.0212610041549
b0050   	0.0196169120825
b0865   	0.0190564606702
b1857   	0.0190823353311
b0208   	0.0186945826875
b1732   	0.0209744876252
b0847   	0.0213312034709
b2186   	0.0216241482898
b3766   	0.018978868043
b0639   	0.0198318776408
b4400   	0.0203422092356
b2282   	0.0233333886006
b0631   	0.0212482633928
b1198   	0.0205261075451
b0709   	0.0225111644157
b2879   	0.0208200429996
b0457   	0.0206037753829
b0824   	0.0214932440786
b1593   	0.0210928656774
b4332   	0.0197786452308
b3561   	0.0205383689336
b1107   	0.0213396843286
b2226   	0.0196214548616
b0872   	0.020908886981
b1181   	0.0201186507066
b2323   	0.0223865448234
b4606   	0.0203491226524
b1719   	0.0211624156873
b3994   	0.0212585114101
b0373   	0.0200119700498
b0179   	0.0217780817079
b2382   	0.0213752457042
b2473   	0.0216057352017
b0361   	0.0180940948741
b4298   	0.0212784426905
b0378   	0.0203767570961
b0634   	0.022892374801
b1060   	0.0181014870669
b2838   	0.0212283342956
b0144   	0.0196334420635
b2731   	0.0215694292959
b2263   	0.0194634286358
b0760   	0.020705643773
b2976   	0.0223926617723
b0095   	0.0227820883152
b2860   	0.0180940948741
b0556   	0.0202703897794
b3072   	0.0217496790388
b2665   	0.0220046299393
b1907   	0.0213913687901
b3324   	0.0168430056551
b2774   	0.020859713952
b0957   	0.0224079945429
b1852   	0.0224505814432
b1347   	0.0196032718353
b3331   	0.020028452502
b3833   	0.0235771468111
b2962   	0.0221547943379
